FID,Long_deg_NAD83,Lat_deg_NAD83,Location,State,Deposit_type,Map_unit,Ref_source,Comments
589,-119.7673436,39.38775568,Steamboat Hot Springs,NV,Alteration, ,"Coolbaugh, 2022-Mar-26","Advanced argillic alteration includes alunite, kaolinite, and residual silica"
590,-119.7705891,39.38672622,Steamboat Hot Springs,NV,Alteration, ,"Coolbaugh, 2022-Mar-26","Advanced argillic alteration includes alunite, kaolinite, and residual silica"
591,-119.7411939,39.38019307,Steamboat Hot Springs,NV,Silica-cemented sand,Qss,"Coolbaugh, 2022-Mar-26, originally documented by White et al., 1964", 
592,-119.7400358,39.38247962,Steamboat Hot Springs,NV,Silica-cemented sand,Qss,"Coolbaugh, 2022-Mar-26, originally documented by White et al., 1964", 
593,-119.7432502,39.38668025,Steamboat Hot Springs,NV,Silica-cemented sand,Qss,"Coolbaugh, 2022-Mar-26, originally documented by White et al., 1964", 
594,-119.7564767,39.39075818,Steamboat Hot Springs,NV,Silica-cemented sand,Qss,"Coolbaugh, 2022-Mar-26, originally documented by White et al., 1964", 
595,-119.7545363,39.3929888,Steamboat Hot Springs,NV,Silica-cemented sand,Qss,"Coolbaugh, 2022-Mar-26, originally documented by White et al., 1964", 
596,-119.744349,39.3943734,Steamboat Hot Springs,NV,Silica-cemented sand,Qss,"Coolbaugh, 2022-Mar-26, originally documented by White et al., 1964", 
597,-119.7575046,39.37134807,Steamboat Hot Springs,NV,Silica-cemented sand,Qss,"Coolbaugh, 2022-Mar-26, originally documented by White et al., 1964", 
598,-119.7527058,39.39593006,Steamboat Hot Springs,NV,Silica-cemented sand,Qss,"Coolbaugh, 2022-Mar-26, originally documented by White et al., 1964", 
599,-119.7589993,39.38138429,Steamboat Hot Springs,NV,Sulfur, ,"Coolbaugh, 2022-Mar-26",Native sulfur with argillic alteration
600,-119.743731,39.387818,Steamboat Hot Springs,NV,Sinter,Qssi,Garside and Schilling_1979; Thompson and White_1964, 
601,-119.743807,39.392137,Steamboat Hot Springs,NV,Sinter,Qssi,Garside and Schilling_1979; Thompson and White_1964, 
602,-115.8625435,38.3981267,Storm Spring,NV,Travertine,Qt,Ayling_2020, 
603,-115.8584788,38.40292976,Storm Spring north,NV,Travertine,Qt,Ayling_2020, 
604,-115.2863904,40.58655863,Sulphur Hot Springs,NV,Sinter,Qssi,Olmsted et al_1975, 
605,-115.2863904,40.58655863,Sulphur Spring (Brooks Spring),NV,Travertine,Qt,Flynn et al_1979; Kerr_1940; Trexler et al_1982, 
606,-118.7022202,40.85689095,Sulphur Spring (Crofoot Lewis Mine),NV,Sinter,Qssi,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310408, Ebert and Rye (1997); Fournier_1981;Wallace_1980", 
607,-120.794317,42.83014,Summer Lake,OR,Travertine,Qt,"Feth and Barnes, 1979; Trauger,1950","Location not field validated. Lake, Sec. 2, T. 32 S., R. 16 E., Active, Considerable travertine is in vicinity"
608,-120.667944,42.718091,Summer Lake Hot Spring,OR,Sinter,Qssi,"Waring,1965; Trauger, 1950; Waring, 1908","Location not field validated. 3 main springs, H2S smell Sec 11 T 33S R17E, used for bathing and irrigation, no. on figure 42"
609,-120.087526,41.529861,Surprise Valley,CA,Travertine,Qt,"Feth and Barnes, 1979; Raab and Dickson,1969","Location not field validated. Modoc, Sec. 1, T. 42 N., R. 16 E., Inactive, Travertine aprons are above present springs; Hg minerals are depositing below"
610,-120.209637,41.668302,Surprise Valley,CA,Explosion craters, ,"Faulds, 2014; White, 1955",Location not field validated.
611,-118.3634227,38.15111581,Teels Marsh,NV,Travertine,Qt,"Coolbaugh, 2022-Mar-26, mapped by Coolbaugh in 2016", 
612,-118.389571,38.15051048,Teels Marsh,NV,Travertine,Qt,"Coolbaugh, 2022-Mar-26, mapped by Coolbaugh in 2016", 
613,-118.3205566,38.13697256,Teels Marsh,NV,Travertine,Qt,"Coolbaugh, 2022-Mar-26, mapped by Coolbaugh in 2016", 
614,-118.3257823,38.13665451,Teels Marsh,NV,Travertine,Qt,"Coolbaugh, 2022-Mar-26, mapped by Coolbaugh in 2016", 
615,-118.3464756,38.15416556,Teels Marsh,NV,Travertine,Qt,"Coolbaugh, 2022-Mar-26, mapped by Coolbaugh in 2016", 
616,-118.3789838,38.13618163,Teels Marsh,NV,Travertine,Qt,"Coolbaugh, 2022-Mar-26, mapped by Coolbaugh in 2016", 
617,-118.3744449,38.13969772,Teels Marsh,NV,Travertine,Qt,"Coolbaugh, 2022-Mar-26, mapped by Coolbaugh in 2016", 
618,-118.3836547,38.17288545,Teels Marsh,NV,Tufa,Qtm,"Coolbaugh, 2022-Mar-26, mapped by Coolbaugh in 2016", 
619,-117.3875218,41.4222445,The Hot Springs (Day Warm Springs in Paradise Valley),NV,Travertine,Qt,Mariner et al_1974; Trexler et al_1981, 
620,-119.6817451,40.14416818,The Needle Rocks,NV,Sinter,Qssi,Bonham_1964; Benson et al_1995; Grose&Keller_1975; Waring_1965, 
621,-113.2048683,38.17229632,Thermo Hot Spring,UT,Sinter,Qssi,Faulds_2020,Prominent terrace consisting of opaline sinter
622,-113.2045045,38.17348361,Thermo Hot Spring,UT,Sinter,Qssi,Faulds_2020,2 right-stepping spring mounds trending N10-15E
623,-113.2032737,38.17564964,Thermo Hot Spring,UT,Sinter,Qh,"P. D. Rowley, 1978, Geologic map of the Thermo 15-minute quadrangle, Beaver and Iron Counties, Utah. GQ-1493. USGS. 1:62,000 scale.",Elongate sinter mound along fault trace with active spring flow
624,-113.1971316,38.18497672,Thermo Hot Spring,UT,Sinter,Qh,"P. D. Rowley, 1978, Geologic map of the Thermo 15-minute quadrangle, Beaver and Iron Counties, Utah. GQ-1493. USGS. 1:62,000 scale.",Elongate sinter mound along fault trace with active spring flow
625,-114.9858372,41.1616224,Three-mile spring,NV,Travertine,Qt,Ayling_2017; Mariner et al_1974, 
626,-117.3492644,40.8649565,Tipton Hot Springs,NV,Travertine,Qt,Faulds_2020, 
627,-119.2045704,38.2456683,Travertine Hot Springs,CA,Travertine,Qt,"Garside and Schilling_1979; Faulds_2020; Waring,1965; Crawford, 1894;",Large NNE-trending travertine ridge--one of many
628,-119.2114637,38.25384736,Travertine Hot Springs,CA,Sinter,Qssi,Hinz_unpublished,Age is uncertain. Drusy opaline silica present and infilling fractures
629,-111.7245826,42.33790834,Treasureton Warm Springs vicinity,ID,Travertine,Lake Bonneville deposits (Pleistocene),"Feth and Barnes, 1979",Location is not specific. IGS and IDWR mapped springs in section include 'Treasureton Warm Springs #1' and 'Treastureton Warm Springs #2'. Digitized vicinity around mapped springs.
630,-119.1149272,40.77173687,Trego Hot Springs,NV,Travertine,Qt,Trexler et al_1979?,Large travertine mound
631,-118.9843533,39.86475383,Trinity Range,NV,Sinter,Qssi,Rhodes_2021,"Area of sinter, stratified sinter-mud, chalcedony veining"
632,-118.9843312,39.86398666,Trinity Range,NV,Tufa,Qtm,Rhodes_2021,Coincident with sinter but tufa point-sources
633,-111.6554019,42.46147679,Trout Creek Spring,ID,Travertine,Sedimentary rocks (Ordovician and Cambrian),"Ralston and Mayo, 1983","Digitized area around Trout Creek Spring (on topographic map) but travertine is not apparent. Image in Google Earth is obscured by trees.
Trout Creek Spring is not in IGS or IDWR thermal spring databases."
634,-119.1300876,39.927058,Truckee Range,NV,Explosion craters, ,"Faulds, 2020", 
635,-119.128523,39.9275462,Truckee Range,NV,Explosion craters, ,"Faulds, 2020", 
636,-116.1466917,41.47757882,Tuscarora,NV,Silica-cemented sand,Qss,Deering and Faulds_2013, 
637,-116.1459731,41.47782559,Tuscarora,NV,Alteration, ,"Coolbaugh, 2022-Mar-26",Small mudpots observed in 2004
638,-116.1490582,41.46909543,Tuscarora,NV,Silica-cemented sand,Qss,Hinz_2018, 
639,-116.1508167,41.46861625,Tuscarora,NV,Sinter,Qssi,Faulds_2020,Partially opaline sinter; lower west part of NNE-elongated sinter terrace
640,-111.8842409,42.90558319,Twentyfour Mile Creek,ID,Travertine,"Sedimentary rocks associated with Basin and Range extension (Quaternary, Pliocene, and Miocene)","Mansfield, 1929",Digitized area based on report description. Some travertine may be under Twentyfour Mile Reservoir? Coordinate from Google Earth imagery supporting spring ? expression on slope.
641,-111.3709895,39.99017172,Unnamed Cold Spring,UT,Travertine,Qst,"Kirby, 2022",Travertine deposits associated with active cold spring in Spanish Fork Canyon
642,-111.7411668,40.74225668,Unnamed Cool Spring in Parleys Canyon,UT,Travertine,Qst,"Kirby, 2022",Extensive hillside travertine fan from active cool spring
643,-111.7049622,42.30555634,Unnamed Hot Spring near Maple Grove (875),ID,Tufa,Windermere Supergroup (Cambrian and Neoproterozoic),"Ralston and Mayo, 1983",IGS mapped spring. Feature in aerial photography review may be obscured by trees. Digitized vicinity around spring.
644,-111.7619987,42.98765529,Unnamed Spring on Blackfoot River,ID,Travertine,Contact in vicinity of Sedimentary rocks (Triassic) and Basalt (Pleistocene and Pliocene),"Ralston and Mayo, 1983",Unmapped spring location. Digitized travertine? Several areas have similar appearance. Spring issuing from upslope?
645,-111.7112292,42.33958566,Unnamed Spring_T12SR41ESec31,ID,Travertine,Lake Bonneville deposits (Pleistocene),"Ralston and Mayo, 1983","Spring mapped in IGS thermal spring database.
Digitized travertine?. No apparent travertine expression near mapped spring. Selected area to south for digitizing based on aerial photograph review."
646,-111.7028929,42.88893444,Unnamed spring_T6SR41ESec19,ID,Travertine,"vicinity: Sedimentary rocks (Triassic); Sedimentary rocks associated with Basin and Range extension (Quaternary, Pliocene, and Miocene)","Young and Mitchell, 1973",Mapped IGS and IDWR location. Digitized spring vicinity and travertine ? based on Google Earth imagery review.
647,-111.7998054,42.95089728,Unnamed Springs_T5SR40ESec29,ID,Travertine,Sedimentary rocks (Triassic),"Mansfield, 1929","No mapped IGS or IDWR springs in vicinity. Digitized spring ? and travertine? features based on review of Google Earth imagery.
Spring mapped on topo map to the north, with supporting vegetation based on aerial photograph review."
648,-112.5457493,38.6126326,Unnamed system northeast of Cove Fort,UT,Hydrothermally altered deposits,Qsa,"Lehi F. Hintze, 2008, Geologic map of the Richfield 30' x 60' quadrangle, southeast Millard County and parts of Beaver, Piute, and Sevier Counties, Utah. M-195dm. UGS. 1:100,000 scale.",One of several zones of active degassing and related alteration near Cove Fort
649,-111.8177114,40.77392525,Unnamed travertine deposit,UT,Travertine,Qst,"Feth, J.H., and Barnes, I., 1979, Spring-deposited travertine in eleven western states: U.S. Geological Survey Water-Resources Investigations Open-File Report 79-35.",Travertine fans and orofice associated with cold spring
650,-111.6490479,39.50289346,Unnamed travertine deposit,UT,Travertine,Qst,"Irving J. Witkind, 2002, Geologic map of the Nephi 30' x 60' quadrangle. M-189dm. UGS. 1:100,000 scale.","Travertine mound; no current springflow; noted on Feth and Barnes, 1979"
651,-111.6515248,39.52030892,Unnamed travertine deposit,UT,Travertine,Qst,"Irving J. Witkind, 2002, Geologic map of the Nephi 30' x 60' quadrangle. M-189dm. UGS. 1:100,000 scale.","Travertine mound; no current springflow; noted on Feth and Barnes, 1979"
652,-112.5755717,38.75427296,Unnamed Travertine Deposits,UT,Travertine,Qst,"Lehi F. Hintze, 2008, Geologic map of the Richfield 30' x 60' quadrangle, southeast Millard County and parts of Beaver, Piute, and Sevier Counties, Utah. M-195dm. UGS. 1:100,000 scale.",Travertine deposits with no active springs
653,-112.5821676,38.75911718,Unnamed Travertine Deposits,UT,Travertine,Qst,"Lehi F. Hintze, 2008, Geologic map of the Richfield 30' x 60' quadrangle, southeast Millard County and parts of Beaver, Piute, and Sevier Counties, Utah. M-195dm. UGS. 1:100,000 scale.",Travertine deposits with no active springs
654,-111.7130754,42.34044703,Unnamed Warm Spring near Cleveland,ID,Travertine,Lake Bonneville deposits (Pleistocene),"Ralston and Mayo, 1983",Digitized vicinity around apparent springs based on aerial photograph review.
655,-116.3677413,38.52011534,Upper Hot Creek Ranch Springs,NV,Travertine,Qt,Fiero_1986; Everett&Rush_1966, 
656,-112.029669,41.33674813,Utah Hot Springs,UT,Travertine,Qst,"Feth, J.H., and Barnes, I., 1979, Spring-deposited travertine in eleven western states: U.S. Geological Survey Water-Resources Investigations Open-File Report 79-35.",Travertine cemented alluvium associated with active hot spring
657,-120.969194,40.053841,V. and M. Quarry,CA,Travertine,Qt,"Feth and Barnes, 1979; R. H. Mariner, 1977, oral comm.; Waring, 1915","Location questionable, not field validated. Plumas, Sec. 3, T. 25 N., R. 9 E., Inactive, Travertine deposit 25 m in diameter 30 m high has been extensively quarried"
658,-118.7757481,40.22784919,Velvet Mine,NV,Sinter,Qssi,Rhodes_2021,Suspected opalized fault zone
659,-119.1761453,39.16509073,Wabuska,NV,Silica-cemented sand,Qss,Hinz_2018, 
660,-119.3310471,40.86000228,"Ward's (Fly Ranch, Hualapai Flat) Hot Springs",NV,Sinter,Qssi,Sinclair_1926, 
661,-119.3310471,40.86000228,"Ward's (Fly Ranch, Hualapai Flat) Hot Springs",NV,Travertine,Qt,Flynn et al_1979, 
662,-116.3737043,38.18765659,Warm (Nanny Goat) Springs,NV,Travertine,Qt,Mariner et al_1974; Garside and Schilling_1979,BAyling tried to visit in June 2020: signs warning of biohazard risk and private property. Did not enter.
663,-117.773081,36.805777,"Warm Spring, Saline Valley",CA,Travertine,Qt,"Feth and Barnes, 1979; White, 1955","Location not field validated. Inyo, T. 13 S., R. 38 E., Unknown, Extensive blanket of travertine contains manganese minerals"
664,-119.869695,42.063711,Warner Valley Ranch 1,OR,Sinter,Qssi,"Waring,1965; Trauger, 1950","Location not field validated. Pool of sulfurous water, no. on figure 49D, Sec 27 T 40S R 24E"
665,-119.869695,42.063711,Warner Valley Ranch 2,OR,Sinter,Qssi,"Waring,1965; Trauger, 1950","Location not field validated. Pool of sulfurous water, no. on figure 49D, Sec 27 T 40S R 24E"
666,-119.869695,42.063711,Warner Valley Ranch 3,OR,Sinter,Qssi,"Waring,1965; Trauger, 1950","Location not field validated. Pool of sulfurous water, no. on figure 49D, Sec 27 T 40S R 24E"
667,-111.9002724,40.79138884,Wasatch Hot Springs,UT,Travertine,Qst,"Blackett, R.E., and Wakefield, S., 2004, Geothermal resources of Utah – 2004 – a digital atlas of Utah’s geothermal resources:  Utah Geological Survey Open-File Report 431, CD.","Travetine cemented alluvial deposits, heavily modified and urbanized"
668,-111.9276041,42.13263917,Wayland Hot Springs,ID,Travertine,Quaternary alluvium,"Young and Mitchell, 1973
Feth and Barnes, 1979","IGS and IDWR mapped springs in vicinity including 'Battle Creek (Wayland) Hot Springs #1', 'Battle Creek Hot Springs #2', 'Battle Creek Hot Springs #3', and 'Battle Creek Hot Springs #4'. Digitized vicinity around springs."
669,-111.9280584,42.1327959,Wayland HS,ID,Travertine,Qt,Hinz_2021, 
670,-118.8358723,39.81727656,White Plains,NV,Tufa,Qtm,"Coolbaugh_June2020; Coolbaugh et al., 2007, SGW", 
671,-113.4302971,39.90639723,Wilson Health Springs,UT,Travertine,Qst,"Donald L. Clark, 2016, Geologic map of Dugway Proving Ground and adjacent areas, Tooele County, Utah. M-274dm. Utah Geological Survey. 1:75,000 scale.",Extensive active travertine fans and mounds at Utah's largest hot springs
672,-113.4258571,39.91084495,Wilson Health Springs,UT,Travertine,Qst,"Donald L. Clark, 2016, Geologic map of Dugway Proving Ground and adjacent areas, Tooele County, Utah. M-274dm. Utah Geological Survey. 1:75,000 scale.",Travertine dome associated with greater Midway Hot Springs system
673,-119.3915134,40.41886286,Wind Mountain-San Emideo,NV,Silica-cemented sand,Qss,Faulds_2020,Silicified seds cut by quartz vein at Wind Mountain; <5 Ma
674,-119.3810246,39.94558531,Winnemucca Dry Lake,NV,Tufa,Qtm,Faulds_2020,Extensive area of prominent tufa mounds
675,-119.3744885,39.93462994,Winnemucca Dry Lake,NV,Tufa,Qtm,Faulds_2020,Extensive area of prominent tufa mounds
676,-119.3744134,39.93449837,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
677,-119.37587,39.92974138,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
678,-119.3712813,39.93626428,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
679,-119.3800029,39.9437448,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
680,-119.3815557,39.96493561,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
681,-119.3820014,39.96581787,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
682,-119.3829354,39.97986129,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
683,-119.3826385,39.97934303,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
684,-119.3826152,39.97902888,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
685,-119.3816798,39.98599362,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
686,-119.3876248,39.99373761,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
687,-119.3874045,39.99337509,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
688,-119.3872034,39.99204925,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
689,-119.3935948,40.00027142,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
690,-119.3769599,40.07532255,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
691,-119.3743845,40.08083852,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
692,-119.3772007,40.12549394,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
693,-119.3752626,40.12478242,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
694,-119.3736752,40.11870855,Winnemucca Dry Lake,NV,Tufa,Qtm,Ayling_2019,Located using Google Earth imagery; not field-validated
695,-119.3784843,40.13705453,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
696,-119.373707,39.93198156,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
697,-119.3733035,39.92427622,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
698,-119.3746702,40.12381553,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
699,-119.37924,40.13778584,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
700,-119.3715155,40.11647862,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
701,-119.3826519,40.08682987,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
702,-119.3934794,40.00495081,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
703,-119.3939593,39.99819609,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
704,-119.3795654,39.93857261,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
705,-119.3752707,40.22883283,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
706,-119.3766508,40.23332883,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
707,-119.373948,40.23751121,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
708,-119.375021,40.26032456,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
709,-119.3637178,40.28234735,Winnemucca Dry Lake,NV,Tufa,Qtm,"Ayling, 2022",Located using Google Earth imagery; not field-validated
